,val,s_cond,s_visi
63,4.277894620264623,Partly Cloudy,10.0
64,4.168212733732207,Clear,10.0
65,3.877609898051367,Clear,10.0
66,4.702059687548709,Clear,10.0
67,9.518763702735379,Scattered Clouds,10.0
68,2.8166823880018224,Clear,10.0
69,5.243997794836735,Overcast,10.0
70,27.572933849874808,Mostly Cloudy,10.0
71,5.14348268518361,Clear,10.0
72,23.62990646465087,Clear,9.0
73,5.340531018538638,Scattered Clouds,10.0
74,12.004062414740503,Partly Cloudy,10.0
75,4.542482313608886,Mostly Cloudy,10.0
76,4.595149425991815,Clear,9.0
77,4.421974668102827,Clear,10.0
78,3.9193026712205152,Overcast,10.0
79,2.2963284260167964,Partly Cloudy,7.0
80,13.51037167193002,Clear,10.0
81,6.588380218319812,Clear,10.0
83,5.587453074329151,Clear,10.0
84,3.7190500754145237,Clear,10.0
85,7.073728192937063,Clear,10.0
86,2.903603381029316,Clear,10.0
87,2.019903143993464,Clear,10.0
88,6.431604635969641,Clear,10.0
89,3.966217213217672,Haze,5.0
90,5.757269096039544,Clear,8.0
92,41.15270838094394,Clear,10.0
93,7.559520617341223,Clear,10.0
94,2.2747188598087282,Clear,9.0
95,12.402451407896859,Clear,10.0
96,2.4232660478534815,Partly Cloudy,10.0
97,6.821486827274815,Overcast,9.0
98,7.479175859237698,Clear,10.0
99,12.290416007506062,Clear,10.0
100,3.3294325405629306,Partly Cloudy,10.0
101,4.708875305049831,Mostly Cloudy,8.0
102,3.3233618203402546,Overcast,10.0
103,2.182964075908185,Clear,10.0
104,4.887315517104036,Clear,10.0
105,4.035642158112939,Overcast,7.0
106,13.98243716572272,Mostly Cloudy,10.0
107,1.4778012166876304,Clear,10.0
108,11.00243686525154,Clear,10.0
109,3.3491132413493014,Clear,10.0
110,4.193234984987931,Clear,10.0
111,4.6758332947623895,Clear,10.0
112,8.965419554171682,Clear,9.0
113,14.44736313547855,Clear,10.0
114,11.075832586582406,Clear,10.0
115,4.705171931236379,Scattered Clouds,10.0
116,16.827217508569404,Overcast,5.0
117,12.990905652632506,Scattered Clouds,8.0
118,5.323573730799412,Clear,10.0
119,7.846602655134581,Overcast,10.0
120,6.81205470996725,Clear,10.0
121,2.5827181535325647,Overcast,9.0
122,3.9288960968499897,Clear,10.0
123,2.4778584768482017,Overcast,9.0
124,6.825413677851425,Mostly Cloudy,10.0
125,2.428714885331209,Clear,10.0
126,9.679283998478873,Clear,9.0
127,8.362751658203667,Clear,10.0
128,4.567477082803795,Clear,10.0
129,1.926678291003023,Mostly Cloudy,5.0
130,1.1750085491152553,Clear,10.0
131,3.958440472039031,Mostly Cloudy,10.0
132,14.399740341550842,Clear,10.0
133,8.390617327507625,Haze,5.0
134,9.591016778230392,Clear,10.0
135,4.530006036727822,Clear,10.0
136,3.7178930966438606,Clear,9.0
137,5.53717107926157,Clear,10.0
138,4.562486644458508,Clear,10.0
139,5.458956482643484,Clear,10.0
140,75.88075337972231,Scattered Clouds,10.0
141,3.905916522351243,Scattered Clouds,7.0
142,2.522110315005105,Clear,10.0
143,3.464091540627546,Clear,10.0
144,4.772436721580818,Overcast,10.0
145,2.2096095835846863,Clear,9.0
146,5.580037002259877,Clear,10.0
147,3.834247804166592,Scattered Clouds,9.0
149,12.49777686726338,Mostly Cloudy,10.0
150,2.0504329589829116,Clear,10.0
151,5.062509966549589,Clear,9.0
152,8.432923264306359,Overcast,10.0
153,4.836339671737332,Clear,9.0
154,9.50628083385616,Haze,6.0
155,6.8602813415934465,Clear,10.0
156,6.771908147639047,Clear,10.0
157,7.937913126281113,Clear,10.0
158,3.6935607921442877,Partly Cloudy,10.0
159,5.261825674931433,Haze,6.0
160,21.09859089226703,Mostly Cloudy,10.0
161,6.739166558390021,Partly Cloudy,10.0
162,35.25941905557489,Clear,10.0
163,9.225265816711214,Clear,10.0
164,8.012124927244816,Clear,10.0
165,9.917148263184627,Clear,10.0
166,1.834680655968676,Overcast,4.0
167,11.468432759836599,Clear,10.0
168,39.15926271545239,Clear,10.0
169,8.107247516756884,Clear,10.0
170,10.684361654889484,Clear,9.0
171,5.646548437725697,Clear,10.0
172,12.345533551779365,Clear,9.0
173,4.853432383963421,Scattered Clouds,10.0
174,3.403416100287934,Haze,5.0
175,21.345434065691638,Overcast,10.0
176,4.38840222894069,Mostly Cloudy,10.0
177,3.7044008560977955,Clear,9.0
178,1.628919927251928,Heavy Rain,1.0
179,8.018902641379094,Mostly Cloudy,10.0
180,11.948824537806667,Clear,10.0
181,15.620674171233187,Overcast,7.0
182,24.529007492689246,Clear,10.0
183,5.178123199372784,Scattered Clouds,10.0
184,10.060530772596637,Clear,10.0
185,3.7986208891390665,Mostly Cloudy,10.0
187,7.94912862992947,Scattered Clouds,10.0
188,2.2466738365753245,Clear,10.0
189,3.053226974258638,Partly Cloudy,10.0
190,8.248372998886286,Haze,6.0
191,5.193790482908285,Clear,10.0
192,26.695698398995475,Clear,7.0
193,3.202719598291165,Haze,6.0
194,4.405460114295584,Mostly Cloudy,8.0
195,14.059479267917183,Clear,10.0
196,10.742361891761874,Clear,8.0
197,38.122224358098094,Partly Cloudy,10.0
198,6.583675173874667,Clear,10.0
199,3.395238587513538,Scattered Clouds,10.0
200,32.56552612308783,Clear,10.0
201,5.358248088807193,Clear,10.0
202,4.274468809250236,Scattered Clouds,10.0
203,4.659956210099658,Clear,10.0
204,3.8028855074404055,Clear,10.0
205,6.341122034883741,Clear,10.0
206,4.085169424464999,Clear,10.0
207,3.98903850718552,Clear,10.0
208,3.0310268292251705,Clear,10.0
209,6.069910093645751,Clear,9.0
210,70.95133233729022,Clear,10.0
211,2.1974375563673134,Clear,10.0
212,4.441011005251784,Clear,10.0
213,9.532699122048136,Clear,10.0
214,3.746556225997573,Partly Cloudy,10.0
215,23.572675685683098,Clear,10.0
216,3.255427403106206,Clear,9.0
217,8.781832425477914,Clear,7.0
218,3.7417232373181086,Clear,10.0
219,27.54483197163371,Overcast,10.0
220,3.2079565165124877,Clear,10.0
221,6.399574685800427,Clear,10.0
222,2.246280552908294,Clear,10.0
223,28.996483553188625,Clear,9.0
224,3.4247334038355066,Clear,10.0
225,13.033823531831077,Clear,10.0
226,9.716193233763132,Clear,10.0
227,4.041140990722308,Clear,10.0
228,6.8847696205037865,Partly Cloudy,10.0
229,2.760356734058212,Scattered Clouds,9.0
231,3.7862410612584885,Scattered Clouds,10.0
232,3.527251152530417,Overcast,10.0
233,28.66172481046467,Clear,10.0
234,9.752346224730157,Mostly Cloudy,9.0
235,0.0011222843971463968,Scattered Clouds,7.0
236,29.352141528835695,Overcast,3.0
237,5.200678341236436,Clear,10.0
238,50.29907390479942,Overcast,10.0
239,5.459218278269121,Scattered Clouds,7.0
240,4.41888300881974,Scattered Clouds,10.0
241,3.8709254087517126,Partly Cloudy,10.0
242,6.912497806290005,Clear,10.0
243,5.5175825949631045,Mostly Cloudy,10.0
244,9.258315527210934,Clear,10.0
245,14.774850243058838,Clear,9.0
246,18.611579324461466,Overcast,10.0
247,4.232048759634699,Haze,5.0
248,6.613928392640928,Haze,5.0
249,65.84189232007584,Clear,10.0
250,4.727233078195796,Clear,10.0
251,4.067502543888125,Overcast,10.0
252,5.1542592847577255,Clear,10.0
253,2.2366864662666126,Clear,9.0
254,18.390229471564936,Clear,10.0
255,2.5136291759466394,Clear,10.0
256,4.9292852379257575,Scattered Clouds,10.0
257,17.457082691364118,Mostly Cloudy,5.0
258,28.833275549284473,Mostly Cloudy,4.0
259,6.495444818044604,Clear,10.0
260,5.711816272615581,Clear,10.0
261,3.389871431594886,Mostly Cloudy,2.0
262,6.3152625824393525,Haze,5.0
263,2.4812684916281613,Haze,6.0
264,5.667044682714294,Mostly Cloudy,7.0
265,27.202862643472102,Haze,5.0
266,85.31077546612704,Overcast,10.0
267,9.683836452763451,Clear,10.0
268,8.90255391764905,Clear,10.0
269,7.439230577337068,Overcast,7.0
270,32.41827871937304,Overcast,10.0
271,18.494606002293263,Clear,10.0
272,9.89603833156544,Clear,10.0
273,2.039685065522846,Clear,10.0
274,3.1248471339428585,Clear,10.0
275,1.2899552097093971,Mostly Cloudy,10.0
276,6.034794382732295,Haze,5.0
277,21.90224027647269,Clear,10.0
278,2.829440870200592,Clear,10.0
279,7.766858511307848,Clear,9.0
280,9.091123017907051,Partly Cloudy,10.0
281,3.265466772129537,Clear,10.0
282,3.67243758618611,Overcast,10.0
283,5.095027779719892,Clear,10.0
284,4.15310861666654,Mostly Cloudy,10.0
285,5.050916505507527,Clear,10.0
286,8.901637936567669,Clear,10.0
287,5.3649514171400075,Clear,10.0
288,5.770861192614707,Clear,10.0
289,5.869888131411058,Clear,10.0
290,4.101776896459874,Clear,10.0
291,5.484401109705869,Clear,10.0
292,4.872912226432031,Clear,9.0
293,13.500411189793741,Clear,10.0
294,7.517916150654664,Clear,10.0
295,10.669001359495432,Clear,10.0
296,9.206396349451257,Haze,5.0
297,3.942030143701029,Clear,10.0
298,29.552172431116666,Clear,10.0
299,4.808470096352633,Clear,10.0
300,6.193145651688126,Partly Cloudy,10.0
301,3.1480331412758322,Clear,8.0
302,10.000802652818496,Clear,10.0
303,11.026235070508152,Partly Cloudy,10.0
304,2.2059847742679093,Mostly Cloudy,6.0
305,10.701443743902434,Mostly Cloudy,7.0
306,7.868577051870199,Clear,10.0
307,8.018445610932472,Scattered Clouds,7.0
308,5.16616496207,Light Rain,4.0
309,20.607972417312272,Clear,10.0
310,2.8852517597856706,Clear,8.0
311,2.6637712631644637,Clear,9.0
312,6.129378888008199,Clear,10.0
313,18.43858641082667,Clear,9.0
314,4.767233834816064,Clear,10.0
315,8.754035478432131,Scattered Clouds,10.0
316,3.521003595732197,Partly Cloudy,10.0
317,56.070570062000954,Mostly Cloudy,8.0
318,8.495759277397937,Mostly Cloudy,7.0
319,23.608880169586897,Partly Cloudy,10.0
320,5.097158644265809,Mostly Cloudy,10.0
321,6.053852892576156,Haze,5.0
322,8.254994271069767,Scattered Clouds,9.0
323,6.516555376186817,Clear,10.0
324,6.599008207640485,Mostly Cloudy,10.0
325,9.63508408938892,Clear,10.0
326,5.626246256371978,Clear,10.0
327,3.9199956694782645e-06,Clear,10.0
328,6.32741679158223,Clear,10.0
329,3.9205902774305788,Overcast,2.0
330,3.2881437739749138,Overcast,5.0
331,23.225957219777644,Clear,10.0
332,9.440036173771391,Clear,10.0
333,5.183997475461092,Clear,10.0
334,4.644500234804281,Scattered Clouds,10.0
335,4.4195236822699,Partly Cloudy,10.0
336,7.163705938827643,Overcast,5.0
337,4.877898211407891,Light Rain,2.0
338,7.712405273158642,Clear,10.0
339,4.2133168482180245,Clear,7.0
340,11.696206502391782,Clear,10.0
341,1.7536546091516227,Light Rain,3.0
342,6.158155779717317,Clear,10.0
343,2.8335547307554783,Partly Cloudy,10.0
344,2.8843961994681497,Clear,10.0
345,2.2543915516425805,Scattered Clouds,10.0
346,2.851822980243487,Overcast,10.0
347,9.547690448394457,Mostly Cloudy,7.0
348,7.48461001657856,Partly Cloudy,10.0
349,5.004059192582449,Clear,10.0
350,4.1208136615663875,Overcast,9.0
351,21.015035852837975,Overcast,2.0
352,2.415361058566163,Mostly Cloudy,8.0
353,24.50671527692138,Light Rain,3.0
354,3.7565019130590094,Overcast,9.0
355,17.305944194437835,Clear,10.0
356,9.597874621857978,Mostly Cloudy,10.0
357,11.034227819267972,Clear,10.0
358,2.822677100594978,Clear,10.0
359,2.6516483622002345,Clear,10.0
360,2.109259229311028,Clear,9.0
361,14.587880534974973,Clear,10.0
362,5.174352087609066,Partly Cloudy,10.0
363,8.092278724258293,Clear,10.0
364,1.6923838402697158,Overcast,10.0
365,9.800500229657,Clear,9.0
366,3.318490432559341,Clear,10.0
367,6.665525877096888,Haze,6.0
368,14.701842477779136,Mostly Cloudy,10.0
369,2.6257550317501654,Partly Cloudy,8.0
370,6.396933804661431,Rain,0.5
371,2.7239945424003666,Overcast,5.0
372,15.734656999578027,Clear,10.0
373,6.578648267990836,Partly Cloudy,10.0
374,1.5630212893051116,Scattered Clouds,10.0
376,6.6089130312948345,Scattered Clouds,10.0
377,5.394483667002435,Partly Cloudy,10.0
378,8.098967884346981,Haze,5.0
379,2.3561949680474386,Clear,10.0
380,10.235035675740072,Partly Cloudy,7.0
381,2.8833191939758023,Scattered Clouds,7.0
382,0.00039886195846792956,Haze,6.0
383,18.308096258829256,Mostly Cloudy,8.0
385,2.442919590183123,Clear,10.0
386,4.301124882759055,Scattered Clouds,10.0
387,10.955319622018429,Clear,10.0
388,3.920419895085809,Scattered Clouds,10.0
389,3.1174848005833615,Partly Cloudy,10.0
390,47.8960821821839,Scattered Clouds,10.0
391,11.332328892594564,Overcast,10.0
392,3.58189856775334,Partly Cloudy,10.0
393,2.1202516285365443,Clear,9.0
394,24.611094130935292,Light Rain,3.0
395,3.6931635546828208,Scattered Clouds,8.0
396,1.2563905223506329,Clear,10.0
397,7.1343601820950076,Haze,6.0
398,8.22925904776158,Overcast,5.0
399,4.481938946867989,Clear,10.0
400,13.294594096677365,Clear,10.0
401,5.796422574471241,Scattered Clouds,10.0
402,10.481817727972613,Overcast,10.0
403,3.671817952127326,Clear,9.0
404,2.8927153498503637,Clear,10.0
405,3.8712639347995395,Clear,9.0
406,3.3783501823189686,Overcast,6.0
407,16.541759512873327,Haze,5.0
408,3.3379211952922363,Partly Cloudy,10.0
409,13.212722808038869,Partly Cloudy,10.0
410,3.4968320957261456,Overcast,10.0
411,8.629390921064852,Clear,10.0
412,36.34019133355584,Clear,10.0
413,1187.00813088485,Clear,10.0
414,4.139543328491484,Clear,10.0
415,5.664863575434957,Clear,10.0
416,8.676331578747442,Clear,10.0
417,34.9643885809108,Haze,5.0
418,3.054684228436089,Scattered Clouds,10.0
419,49.12361333463377,Clear,7.0
420,7.810139282702317,Clear,10.0
421,11.120054887237346,Clear,10.0
422,7.66593034302063,Clear,9.0
424,8.144492226553156,Clear,10.0
425,4.037714449756245,Clear,10.0
426,3.3088668824718535,Clear,8.0
427,29.432752175916864,Clear,10.0
428,4.198043844218366,Clear,9.0
429,2.6731896509876094,Haze,5.0
430,6.762458152022639,Mostly Cloudy,10.0
431,3.7118973098811936,Overcast,10.0
432,14.809068522230271,Overcast,10.0
433,4.833837417821119,Clear,10.0
434,2.187568697125748,Clear,10.0
435,1.013279361847231,Clear,9.0
436,3.3304053380491796,Clear,10.0
437,1.2221418410937106,Mostly Cloudy,10.0
438,3.3735428645623173,Haze,4.0
439,25.60910055025669,Haze,6.0
440,8.603357858404786,Clear,10.0
441,1.9869100574149716,Haze,6.0
442,10.91948711585473,Clear,10.0
443,6.78535051385661,Partly Cloudy,10.0
444,13.858642078793089,Overcast,10.0
445,4.223125817471927,Mostly Cloudy,10.0
446,3.511924262818775,Overcast,9.0
447,40.8712826158969,Partly Cloudy,10.0
449,10.510540138147086,Clear,8.0
450,5.161108657753855,Clear,8.0
451,31.309863315490546,Clear,10.0
452,2.8045276371292367,Mostly Cloudy,10.0
453,5.60732218149604,Clear,10.0
454,3.603462086074063,Scattered Clouds,10.0
455,4.873009971219823,Clear,10.0
456,7.240248000009418,Mostly Cloudy,8.0
457,3.5910993070800257,Clear,10.0
458,5.986575337819879,Clear,10.0
459,2.652748259659896,Clear,10.0
460,8.1208427173819,Clear,10.0
461,3.095762573459821,Clear,10.0
462,4.548767548704868,Overcast,9.0
463,33.84981502148942,Haze,6.0
464,8.04606544593773,Overcast,10.0
465,9.786745166537271,Clear,10.0
466,19.60795820880287,Scattered Clouds,9.0
467,29.320146967001143,Mostly Cloudy,10.0
469,5.963179842535121,Scattered Clouds,7.0
470,3.7136269878719426,Clear,10.0
471,1.9352331191384509,Partly Cloudy,10.0
472,5.820032850717612,Haze,6.0
473,5.538677197692732,Clear,10.0
474,15.534200790966649,Haze,5.0
475,11.931929685462546,Clear,10.0
476,2.9585175308821943,Overcast,10.0
477,3.188087405857192,Haze,5.0
478,9.98321221869835,Clear,8.0
479,4.566092096951915,Clear,10.0
480,6.513559333712883,Light Rain,1.8
481,3.5736346354454818,Clear,10.0
482,5.653368286604701,Mostly Cloudy,10.0
483,10.384760052872744,Haze,6.0
484,3.9548490783575625,Clear,10.0
485,7.1960639592769775,Heavy Rain,0.2
486,55.58496834475808,Clear,10.0
487,2.680972816899348,Overcast,10.0
488,4.740665567105075,Scattered Clouds,10.0
490,11.97855274941802,Mostly Cloudy,10.0
491,2.247926954175371,Light Rain,4.0
492,12.489961869073083,Clear,10.0
493,9.79900096973547,Overcast,9.0
494,5.20062267620673,Mostly Cloudy,10.0
495,4.3983563490580435,Mostly Cloudy,7.0
496,6.147225626311863,Mostly Cloudy,4.0
497,5.393392957242157,Clear,10.0
498,5.636914814348418,Mostly Cloudy,10.0
499,3.3042444763212746,Clear,10.0
500,3.250226537365957,Overcast,10.0
501,2.8279291412801686,Clear,10.0
502,3.7313783132869167,Clear,10.0
503,5.964136480173552,Clear,10.0
504,5.33891363512073,Overcast,10.0
505,57.119252682189035,Clear,10.0
506,5.18228320456234,Haze,5.0
507,7.486071656352195,Clear,10.0
508,34.56813677991421,Clear,10.0
509,4.147851729121683,Clear,8.0
510,1.7792644487369345,Clear,10.0
511,7.119343307985333,Clear,10.0
512,10.599469304500229,Clear,10.0
513,14.499766324921204,Clear,8.0
514,3.1075882298806525,Clear,10.0
515,3.6635137171365533,Mostly Cloudy,10.0
516,6.902542918599662,Clear,10.0
517,3.220700282733384,Partly Cloudy,10.0
518,1.9297762696352272,Clear,8.0
520,13.252631773162147,Clear,10.0
521,8.639803281176025,Scattered Clouds,10.0
522,8.430180059858689,Clear,10.0
523,12.753405341053199,Haze,5.0
524,7.276112007588875,Clear,10.0
525,30.016351079045847,Scattered Clouds,7.0
526,14.90567421486423,Clear,9.0
527,5.572349628218239,Clear,10.0
528,5.832819262763891,Clear,10.0
529,3.2132522392405733,Partly Cloudy,10.0
530,44.06974759956594,Clear,10.0
531,7.8195085700042695,Clear,10.0
532,8.543554647333258,Clear,9.0
533,10.791580111878028,Clear,10.0
534,3.4370973302162633,Scattered Clouds,10.0
535,18.39687032743364,Mostly Cloudy,10.0
536,4.348604348702169,Partly Cloudy,10.0
537,4.227829351754377,Clear,10.0
538,6.0333118594013335,Mostly Cloudy,10.0
539,22.922185122703386,Scattered Clouds,10.0
540,10.825895274258711,Clear,10.0
541,9.52610790539995,Clear,7.0
542,6.353809822659747,Mostly Cloudy,9.0
543,11.916955999436873,Mostly Cloudy,9.0
544,4.987656016902342,Clear,10.0
545,5.255824151752356,Clear,10.0
546,15.678135952051214,Clear,10.0
547,35.17613325307324,Clear,10.0
548,2.2851172138044795,Scattered Clouds,9.0
549,2.303832492159265,Clear,10.0
550,5.818365278072627,Mostly Cloudy,10.0
551,5.535109213771356,Clear,10.0
552,5.136985203125801,Clear,10.0
553,5.728074784897907,Partly Cloudy,10.0
554,9.216024851640263,Clear,10.0
555,3.1004418145193933,Clear,10.0
556,4.022465094780073,Clear,8.0
557,2.986484192951426,Partly Cloudy,7.0
558,10.443015303224872,Partly Cloudy,10.0
559,8.340420900095467,Overcast,3.0
560,3.5003921709617027,Clear,10.0
561,12.804122131273648,Clear,10.0
562,6.483640215106507,Clear,10.0
563,7.31028035167051,Scattered Clouds,10.0
564,10.474100192933479,Clear,10.0
565,5.972295419731752,Mostly Cloudy,10.0
566,3.835628762547416,Clear,10.0
567,2.130980173600733,Clear,10.0
568,32.950244006237526,Haze,5.0
569,13.10563262859184,Clear,10.0
570,4.352601661441649,Clear,10.0
571,11.586278335086432,Clear,9.0
572,2.5087945108935705,Clear,10.0
573,8.929977907564606,Light Rain,4.0
574,4.68800737294018,Clear,10.0
575,10.734660318049865,Mostly Cloudy,10.0
576,3.0920911873132866,Overcast,10.0
577,2.1568466907092656,Clear,10.0
578,8.372672721144895,Scattered Clouds,10.0
579,4.008795812649965,Haze,6.0
580,7.448921734167787,Partly Cloudy,10.0
581,4.789392282871186,Scattered Clouds,8.0
582,14.323538781439133,Clear,10.0
583,12.333842672341659,Clear,10.0
584,3.583158195364685,Clear,10.0
585,2.1040396716342786,Clear,10.0
586,15.33461719335998,Clear,10.0
587,16.108900161968013,Mostly Cloudy,10.0
588,15.665972861666813,Clear,10.0
589,152.45087374591932,Haze,5.0
590,5.243914149648801,Clear,10.0
591,3.8687715528734903,Overcast,10.0
592,4.730675835279064,Scattered Clouds,8.0
593,4.3116089909817195,Clear,10.0
594,6.315560320971337,Clear,10.0
595,2.1375387354291595,Overcast,10.0
596,7.13693164747558,Clear,10.0
597,3.1214906059724665,Partly Cloudy,10.0
598,4.965096526049869,Scattered Clouds,7.0
599,1.413579294448261,Clear,9.0
600,84.82520019607075,Clear,10.0
601,0.0017923076091191077,Clear,10.0
602,11.929326123724325,Clear,10.0
603,6.138149129056371,Clear,10.0
604,3.0525266008312983,Clear,10.0
605,0.0,Clear,8.0
606,22.310179275151462,Haze,6.0
607,3.669920627343788,Clear,10.0
608,11.84258162372293,Mostly Cloudy,10.0
609,18.85900993755398,Clear,10.0
610,10.834297896971272,Clear,10.0
611,40.66917057555233,Clear,10.0
612,20.583575602839478,Mostly Cloudy,10.0
613,5.58497799709299,Clear,10.0
614,10.323510776525842,Clear,10.0
615,9.631390338349108,Clear,10.0
616,3.1721941783331835,Overcast,10.0
617,6.006901916613195,Clear,9.0
618,11.357089251199294,Scattered Clouds,10.0
619,32.29825164211255,Clear,10.0
620,29.561501738513105,Clear,10.0
621,6.1216604032421325,Light Rain,2.0
622,4.71374057803297,Clear,10.0
623,25.432612271364583,Clear,9.0
624,36.88223850887982,Clear,10.0
625,7.0845304325739065,Scattered Clouds,10.0
626,5.178638987634428,Scattered Clouds,8.0
627,9.174615712722838,Mostly Cloudy,8.0
628,2.4178124709326045,Clear,10.0
629,17.308952024911427,Clear,10.0
630,4.520495714009274,Scattered Clouds,10.0
631,7.716678257387682,Clear,10.0
632,6.958823469450947,Clear,10.0
633,2.3061041613100675,Mostly Cloudy,5.0
634,6.14596924020045,Clear,10.0
635,4.8985837706466056,Clear,10.0
636,4.062052890299163,Clear,10.0
637,46.490642652294795,Clear,10.0
638,41.16973257673602,Haze,5.0
639,3.049146797634973,Clear,8.0
640,29.110642420051885,Clear,10.0
641,8.356955580198216,Partly Cloudy,10.0
642,9.40358187155996,Clear,10.0
643,16.61131356106339,Clear,10.0
644,27.910423909974,Clear,9.0
645,3.7538055102003534,Scattered Clouds,10.0
646,4.753929019927429,Clear,10.0
647,3.1643652913380738,Clear,10.0
648,3.441071603371554,Clear,10.0
649,2.0606829665993778,Clear,10.0
650,23.530670241300736,Clear,10.0
651,6.19314652842346,Scattered Clouds,7.0
652,41.885072467557585,Haze,5.0
653,13.009040618977536,Haze,5.0
654,24.715518430524643,Overcast,10.0
655,3.1885903474396664,Clear,10.0
656,4.378180535372617,Clear,10.0
657,15.138996559245111,Clear,10.0
658,55.599950849465095,Overcast,10.0
659,5.6416326299375905,Mostly Cloudy,10.0
660,29.54108432262937,Clear,9.0
661,4.044909687721533,Clear,10.0
662,3.1129994848874767,Clear,10.0
663,3.541077763724267,Mostly Cloudy,10.0
664,14.291274701897768,Mostly Cloudy,10.0
665,9.905226776420136,Scattered Clouds,8.0
666,10.445780930284288,Clear,10.0
667,6.112504455233068,Clear,10.0
668,8.811301656008572,Clear,10.0
669,4.890311951400187,Clear,9.0
670,3.177712591626725,Overcast,2.0
671,2.182422575898003,Clear,9.0
672,3.295061874065488,Haze,5.0
673,2.1840543152711853,Clear,10.0
674,3.9012887869459614,Clear,10.0
675,5.048186258392377,Mostly Cloudy,10.0
676,3.0158299385167546,Clear,10.0
677,8.14665169008978,Clear,10.0
678,20.55592178668115,Mostly Cloudy,10.0
679,45.286815092534724,Clear,10.0
680,5.206635100228281,Clear,10.0
681,15.111766065547709,Overcast,10.0
682,20.890486029183517,Overcast,10.0
683,14.29960293062517,Clear,10.0
684,7.0162959011363935,Partly Cloudy,10.0
685,10.264046493439118,Clear,10.0
686,38.269138624379195,Partly Cloudy,4.0
687,23.25665997079742,Partly Cloudy,4.0
688,15.768375914327203,Haze,5.0
689,5.799561188759919,Clear,10.0
690,6.636094162215401,Mostly Cloudy,9.0
691,4.9103735910353725,Rain,1.8
692,6.480061072562889,Clear,8.0
693,7.836057779416497,Clear,10.0
694,6.592816553668665,Clear,10.0
695,7.918456683271716,Overcast,7.0
696,4.557928733150391,Clear,10.0
697,5.610798008943667,Mostly Cloudy,10.0
698,15.012813663732214,Overcast,10.0
699,25.557066823460318,Clear,10.0
700,31.676702469419286,Clear,10.0
701,17.401575942395873,Mostly Cloudy,10.0
702,7.5648498151160055,Clear,10.0
703,9.75382460074954,Clear,10.0
704,88.21803976854545,Clear,10.0
705,16.290314098127993,Clear,10.0
706,25.471010317618134,Clear,10.0
707,70.68604908178528,Clear,10.0
708,8.706824749001452,Clear,8.0
709,12.554762846877676,Clear,10.0
710,4.559568673008462,Scattered Clouds,9.0
711,4.197324541969223,Clear,9.0
712,3.961479329434879,Clear,10.0
713,4.642402997340462,Partly Cloudy,10.0
714,12.812753133828874,Overcast,5.0
715,8.832645128080095,Partly Cloudy,10.0
716,11.888608579742147,Clear,9.0
718,5.031939258826668,Clear,10.0
719,8.85489063959904,Scattered Clouds,7.0
720,8.00428337717205,Clear,10.0
